host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,about_length,days_hosting,num_verifications,num_amenities
within an hour,0.89,0.99,f,729,t,f,Entire home/apt,10,4 baths,5,5,642,3,1125,16,33,52,323,19,16,0,4.58,4.58,4.58,4.89,4.58,5,4.42,t,0.74,61,1489,3,28
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,3,324,1,365,24,54,84,359,53,30,0,4.68,4.81,4.79,4.94,4.92,4.91,4.68,t,3.4,0,1376,8,28
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,3,381,1,365,9,27,46,257,38,11,0,4.79,4.92,4.97,4.95,4.89,4.92,4.63,t,2.33,0,1376,8,32
within an hour,1,1,t,0,t,t,Entire home/apt,2,1 bath,1,1,80,2,1125,0,0,0,0,60,21,3,4.95,4.95,4.95,4.98,4.95,4.9,4.95,t,2.34,0,785,5,21
within an hour,1,1,t,110,t,t,Entire home/apt,4,1 bath,1,2,271,1,365,20,50,80,355,54,26,1,4.63,4.83,4.85,4.96,4.93,4.89,4.48,t,2.43,0,1376,8,28
within an hour,1,1,t,3,t,t,Entire home/apt,2,1 bath,1,1,125,2,1125,6,18,29,300,47,24,0,4.98,4.98,4.87,4.98,4.98,4.83,4.89,t,2.01,71,1822,8,50
within an hour,1,0.98,t,2,t,t,Entire home/apt,5,2 baths,1,3,217,1,1125,7,25,46,308,230,127,8,4.94,4.94,4.9,4.99,4.95,4.9,4.8,f,25.46,18,1545,7,32
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,3,438,1,365,9,28,45,306,37,6,0,4.95,4.97,5,4.95,4.95,4.95,4.65,t,1.46,0,1376,8,35
within a day,1,0.45,t,2,t,t,Entire home/apt,2,1 bath,1,1,135,1,1125,1,3,8,156,12,4,0,5,4.83,4.92,5,4.92,4.92,4.67,f,0.49,24,2947,7,31
within an hour,1,0.98,t,0,t,t,Entire home/apt,3,1 bath,1,1,197,1,10,19,49,63,63,57,31,3,4.91,4.86,4.96,5,5,4.88,4.77,f,2.59,44,1499,7,29
within an hour,1,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,85,2,5,3,21,47,47,155,87,8,4.95,4.97,4.98,4.98,4.99,4.96,4.94,f,55.36,41,2829,7,22
within an hour,1,0.98,t,0,t,t,Entire home/apt,6,1.5 baths,3,4,171,2,1125,14,36,47,260,73,34,5,4.97,4.99,4.99,5,4.99,4.92,4.95,f,2.92,0,1264,6,31
within an hour,1,1,t,0,t,f,Entire home/apt,2,1 bath,1,1,68,2,8,4,7,26,26,67,42,3,4.87,4.9,4.97,4.99,4.99,4.96,4.88,t,2.7,86,1674,2,25
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,3,381,1,365,8,28,50,312,51,19,2,4.86,4.92,4.98,4.96,4.8,4.98,4.57,t,3.17,0,1376,8,31
within an hour,1,1,t,1,t,t,Entire home/apt,8,2 baths,4,5,243,2,14,10,28,40,278,51,20,1,4.98,4.98,5,5,5,4.96,4.96,t,2.1,80,1252,5,62
within an hour,1,1,t,0,t,t,Entire home/apt,4,2 baths,2,2,187,2,1125,4,4,4,4,40,14,2,4.93,4.93,4.98,5,4.9,4.93,4.8,t,1.61,42,2952,4,46
within a few hours,1,0.84,t,0,t,t,Entire home/apt,5,1 bath,2,2,135,3,1125,1,1,29,119,41,17,4,4.78,4.85,4.71,4.98,4.88,4.95,4.71,f,1.65,45,3294,7,26
within a few hours,1,0.76,t,0,t,t,Private room,2,1 private bath,1,1,60,1,31,13,43,73,163,60,36,7,4.97,4.97,4.92,4.95,4.95,4.95,4.98,f,60,82,2342,5,21
within an hour,1,0.98,t,0,t,t,Entire home/apt,2,1 bath,1,1,89,1,15,4,20,50,140,82,42,3,4.99,4.95,5,4.98,5,4.82,4.98,f,3.22,0,1916,7,40
within an hour,1,0.94,t,0,t,t,Entire home/apt,7,3 baths,4,6,300,3,1125,9,17,26,178,86,46,5,5,4.98,4.98,5,5,4.99,4.91,f,3.44,18,2383,6,37
within an hour,1,0.96,t,1,t,t,Entire home/apt,8,2 baths,3,4,199,2,30,19,42,72,347,114,57,4,4.95,4.96,4.96,4.97,4.98,4.82,4.84,t,7.22,65,877,4,58
within an hour,1,1,t,0,t,t,Entire home/apt,2,1 bath,1,0,91,2,1125,0,0,0,0,137,81,8,4.94,4.96,4.95,5,4.99,4.92,4.91,t,5.47,6,2328,4,39
within an hour,1,0.99,t,0,t,t,Entire home/apt,4,1 bath,1,2,113,2,30,5,27,40,40,134,72,8,4.99,5,4.99,5,5,4.97,4.98,f,24.36,9,1866,4,27
within an hour,1,1,t,2,t,t,Entire home/apt,4,1 bath,2,2,150,1,30,4,27,55,55,68,40,6,4.78,4.85,4.84,4.93,4.82,4.82,4.6,t,3.1,91,2196,7,25
within an hour,1,0.99,t,2,t,t,Entire home/apt,2,1 bath,1,1,135,1,1125,0,0,0,0,11,4,1,5,5,5,5,5,5,5,f,0.43,53,2252,5,26
within an hour,1,1,t,8,t,t,Entire home/apt,2,1 bath,1,1,215,3,1125,19,49,79,354,13,8,1,4.69,4.92,4.85,4.62,4.54,4.77,4.54,f,4.64,120,1984,5,29
within an hour,1,1,t,1,t,t,Entire home/apt,2,1.5 baths,1,1,263,2,15,1,15,32,198,137,66,5,4.98,4.99,4.97,4.99,5,4.98,4.9,t,5.8,124,1667,6,39
within an hour,1,1,t,1,t,t,Entire home/apt,4,2 baths,3,3,223,3,1125,17,40,65,155,55,33,3,4.98,4.96,4.98,5,4.96,4.93,4.84,f,2.2,0,1465,8,58
within an hour,1,1,t,0,t,f,Entire home/apt,2,1 bath,1,1,72,2,10,17,41,66,156,58,32,2,4.97,4.98,4.93,5,5,4.91,4.91,t,10.24,65,1917,2,24
within an hour,1,0.99,t,0,t,f,Private room,2,1.5 baths,1,1,48,1,4,13,34,64,154,26,26,8,4.92,5,5,5,4.96,4.88,4.96,t,10.54,0,765,2,19
within an hour,1,0.99,t,0,t,t,Entire home/apt,2,1 bath,1,1,80,2,31,16,40,70,160,98,53,4,4.99,4.99,4.99,4.99,5,4.98,4.97,f,3.95,0,1571,7,24
within an hour,1,1,t,110,t,t,Entire home/apt,4,1 bath,1,2,302,1,365,7,34,64,335,63,28,1,4.97,4.92,5,4.98,4.92,4.97,4.63,t,2.57,0,1376,8,31
within an hour,1,1,t,110,t,t,Entire home/apt,4,1 bath,1,2,281,1,365,20,50,80,355,31,13,0,4.65,4.74,4.81,4.9,4.9,4.97,4.45,t,1.23,0,1376,8,27
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,3,481,1,365,6,19,40,298,61,31,3,4.87,4.9,4.93,4.97,4.95,5,4.77,t,3.01,0,1376,8,31
within an hour,1,1,t,110,t,t,Entire home/apt,4,1 bath,1,2,341,1,365,11,36,62,337,43,23,1,4.84,4.93,4.91,4.93,4.84,4.98,4.51,t,8.96,0,1376,8,31
within an hour,1,1,t,2,t,t,Private room,2,1 private bath,1,1,48,1,7,14,41,71,71,227,144,11,4.85,4.91,4.84,4.96,4.94,4.91,4.89,f,26.5,250,2695,10,20
within an hour,1,0.95,t,0,t,t,Entire home/apt,2,1 bath,1,1,94,2,1125,12,35,60,150,68,41,5,4.85,4.91,4.91,5,4.94,4.9,4.91,f,16.19,19,2269,6,58
within an hour,1,1,t,3,t,t,Entire home/apt,5,1 bath,2,2,181,2,28,15,45,75,165,27,12,2,4.89,4.78,4.96,4.96,4.96,4.81,4.59,f,1.1,51,756,4,39
within an hour,1,0.98,t,3,t,t,Entire home/apt,6,2 baths,2,3,245,2,14,1,15,18,18,138,74,3,4.9,4.94,4.91,4.98,4.95,4.86,4.86,t,5.56,44,1782,8,55
within an hour,0.89,0.99,f,729,t,f,Entire home/apt,4,1 bath,1,2,394,2,1125,9,28,58,330,40,27,3,4.98,5,5,5,4.98,4.98,4.85,t,1.61,61,1489,3,26
within an hour,0.96,1,t,22,t,t,Entire home/apt,12,3 baths,4,9,301,2,45,11,27,44,310,128,64,3,4.92,4.96,4.9,4.98,4.95,4.91,4.92,t,21.1,75,1026,6,31
within an hour,1,0.94,t,1,t,t,Private room,2,1 private bath,1,1,55,2,28,5,35,37,37,25,13,2,4.96,4.96,4.88,5,5,4.96,4.96,f,1.02,16,1419,5,22
within an hour,1,1,t,0,t,f,Entire home/apt,4,2.5 baths,2,2,129,2,1125,15,35,35,125,16,6,1,5,5,5,5,5,4.81,5,t,3.06,0,750,2,33
within an hour,1,1,t,2,t,t,Entire home/apt,4,1 bath,2,3,172,2,1125,17,45,75,165,68,29,2,4.96,4.99,4.96,5,4.99,4.9,4.97,t,6.6,145,1877,8,46
within an hour,1,1,t,110,t,t,Entire home/apt,4,1 bath,1,2,274,1,365,15,36,66,338,47,30,3,4.91,4.98,4.98,4.98,4.91,4.96,4.64,t,2.07,0,1376,8,31
within an hour,1,0.98,t,5,t,t,Entire home/apt,4,1 bath,2,2,215,2,8,14,44,64,107,114,72,6,4.92,4.96,4.96,4.97,5,4.98,4.79,t,13.46,0,2679,7,44
within an hour,1,1,t,2,t,t,Entire home/apt,4,1 bath,1,2,280,2,31,5,16,40,307,46,27,2,4.93,4.98,4.98,4.91,4.93,5,4.82,t,2.03,95,2358,5,36
within an hour,0.97,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,82,1,7,5,21,49,139,133,60,5,4.87,4.9,4.8,4.95,4.88,4.84,4.89,t,5.6,153,1132,4,25
within an hour,1,1,t,0,t,t,Private room,2,1 private bath,1,1,111,3,28,14,29,55,135,77,38,4,4.99,5,5,4.99,5,4.99,5,t,3.16,72,2072,5,41
within an hour,1,1,t,0,t,f,Entire home/apt,4,1 bath,2,2,493,1,1125,14,39,66,156,55,28,1,4.91,4.95,4.91,4.96,4.96,4.98,4.73,t,2.58,0,806,2,33
within an hour,1,1,t,0,t,t,Entire home/apt,4,1 bath,1,2,94,2,30,9,39,69,69,60,36,2,4.98,5,4.97,5,5,4.88,4.85,f,2.44,45,3130,9,25
within a day,0.71,0.77,t,0,t,t,Entire home/apt,6,2 baths,3,4,150,2,21,10,31,61,151,22,10,0,4.95,5,4.86,5,4.91,4.95,5,t,3.59,0,1210,5,29
within an hour,1,0.99,t,0,t,t,Entire home/apt,2,1 bath,1,1,105,2,30,6,27,49,139,110,66,4,4.92,4.94,4.94,4.96,4.89,4.95,4.85,t,4.79,30,3506,8,27
within a few hours,1,0.98,t,0,t,t,Entire home/apt,6,2 baths,3,4,195,2,7,9,30,47,134,81,41,3,4.99,4.99,4.96,5,5,4.85,4.95,f,18.55,90,2352,6,48
within an hour,0.99,0.98,t,171,t,t,Entire home/apt,4,2 baths,2,2,238,2,365,6,25,47,56,6,5,0,5,5,5,5,5,5,4.83,t,0.48,63,1853,7,35
within an hour,1,0.92,t,1,t,t,Entire home/apt,15,2.5 baths,3,8,253,2,30,8,11,11,11,21,14,0,4.95,5,4.9,5,5,4.95,4.81,f,6.18,21,3775,8,56
within an hour,0.99,0.98,t,171,t,t,Entire home/apt,4,2 baths,2,2,336,2,365,13,30,53,328,12,11,0,4.58,4.67,5,4.83,4.58,4.75,4.33,t,0.97,63,1853,7,34
within an hour,0.99,0.98,t,171,t,t,Entire home/apt,4,2 baths,2,2,278,2,365,16,46,76,351,17,17,0,4.53,4.76,4.76,4.71,4.65,4.47,4.29,t,2.46,63,1853,7,34
within an hour,0.99,0.98,t,171,t,t,Entire home/apt,4,2 baths,2,2,285,2,365,11,38,68,343,9,9,0,4.89,4.89,4.78,4.89,4.78,4.89,4.67,t,0.75,63,1853,7,34
within an hour,0.92,1,t,0,t,t,Entire home/apt,4,1 bath,1,2,115,2,1125,7,24,54,137,87,57,8,4.97,4.97,4.98,5,4.99,4.98,4.94,t,3.78,34,1337,4,57
within an hour,1,1,t,1,t,f,Private room,3,1 private bath,1,1,72,2,5,0,0,0,0,38,22,3,4.92,4.97,4.92,4.97,4.97,4.95,4.92,f,1.61,17,2692,4,24
within an hour,0.91,0.95,t,0,t,t,Entire home/apt,2,1 bath,1,1,155,2,28,3,9,16,232,169,87,3,4.92,4.92,4.89,5,4.98,4.96,4.92,t,28.48,0,1697,5,22
within an hour,1,1,t,110,t,t,Entire home/apt,4,1 bath,1,2,302,1,365,8,38,65,336,65,31,2,4.91,4.97,4.97,4.95,5,4.98,4.63,t,2.77,0,1376,8,31
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,3,381,1,365,18,41,71,346,35,10,0,4.89,4.94,4.94,4.97,5,4.97,4.69,t,1.45,0,1376,8,28
within an hour,1,0.99,t,3,t,t,Entire home/apt,2,1 bath,1,2,161,2,14,0,0,0,0,140,97,7,4.99,4.99,4.96,4.99,4.99,4.94,4.96,t,32.31,60,2471,8,32
within an hour,1,1,t,2,t,t,Entire home/apt,4,1 bath,1,2,304,2,31,4,23,52,323,82,57,6,4.99,5,5,5,5,4.99,4.94,t,8.31,95,2358,5,34
within an hour,1,0.98,t,0,t,f,Private room,3,1 private bath,1,2,87,1,1125,2,8,18,18,44,36,4,4.95,5,4.98,4.98,4.98,4.93,4.98,t,1.84,0,726,2,30
within an hour,1,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,66,2,28,6,28,33,233,123,55,10,4.98,4.98,4.98,4.96,4.97,4.98,4.98,t,5.14,60,3261,9,44
within a few hours,1,0.93,t,1,t,f,Private room,1,1 shared bath,1,1,40,1,1125,12,42,72,162,51,36,6,4.92,4.98,4.8,4.94,4.98,4.92,4.94,f,2.22,2,1846,2,40
within an hour,1,1,f,188,t,t,Entire home/apt,10,3.5 baths,5,5,134,2,1125,12,31,47,310,13,11,1,4.62,4.92,4.54,4.92,5,4.62,4.69,t,13,165,1502,4,27
within an hour,1,1,t,2,t,f,Entire home/apt,4,1 bath,2,2,101,2,60,7,26,53,143,68,49,3,4.97,4.99,4.96,4.99,4.91,4.97,4.91,t,5.76,0,720,2,33
within an hour,1,1,t,2,t,t,Entire home/apt,4,1 bath,1,2,318,2,31,2,13,41,306,78,47,3,5,5,5,5,4.99,5,4.97,t,3.37,95,2358,5,38
within an hour,1,1,t,0,t,f,Entire home/apt,5,1 bath,1,1,64,1,31,1,5,20,20,122,64,2,4.95,4.95,4.91,4.98,4.98,4.98,4.97,t,5.5,61,718,2,34
within an hour,0.89,0.99,f,729,t,f,Entire home/apt,4,1 bath,2,2,210,2,1125,9,26,56,331,26,16,3,4.38,4.58,4.62,4.62,4.46,4.58,4.31,t,1.1,61,1489,3,26
within an hour,1,1,t,8,t,t,Entire home/apt,3,1 bath,1,3,232,3,1125,16,45,75,350,26,24,1,4.88,4.92,4.88,4.96,4.96,4.81,4.77,f,2.68,120,1984,5,32
within an hour,0.97,1,t,1,t,f,Entire home/apt,6,2 baths,3,4,196,2,365,7,30,60,326,60,36,1,4.9,4.92,4.87,4.97,4.83,4.88,4.87,t,20.69,0,958,1,46
within an hour,1,1,t,6,t,t,Entire home/apt,14,3 baths,4,8,310,1,1125,0,0,0,0,141,72,8,4.96,4.98,4.87,5,4.99,4.96,4.88,f,6.43,40,2861,7,58
within an hour,0.97,0.94,t,4,t,t,Private room,2,1 shared bath,1,1,113,1,7,11,33,61,61,7,6,0,5,5,4.86,5,5,5,4.71,t,0.53,0,720,6,21
within an hour,0.97,0.94,t,4,t,t,Private room,2,1 shared bath,1,1,81,1,7,15,38,68,68,57,40,3,4.75,4.91,4.89,4.91,4.79,4.93,4.59,t,5.78,0,720,6,18
within an hour,1,0.99,t,0,t,t,Entire home/apt,7,1 bath,3,4,173,1,1125,14,40,68,343,120,68,4,4.96,4.98,4.98,4.98,4.98,4.88,4.72,f,5.22,80,706,5,38
within an hour,1,0.95,t,1,t,t,Private room,2,1 private bath,1,1,45,1,30,14,40,70,160,178,93,12,4.88,4.96,4.94,4.96,4.91,4.95,4.87,t,8.01,0,1578,7,19
within an hour,1,0.82,t,1,t,t,Entire home/apt,4,1 bath,2,2,200,2,1125,5,5,5,5,52,26,2,4.87,4.88,4.83,5,4.98,4.9,4.65,f,2.67,17,3045,9,34
within an hour,1,0.97,t,0,t,t,Entire home/apt,4,1 bath,1,2,137,2,1125,20,46,76,351,57,32,3,4.98,4.96,4.98,4.96,4.98,4.86,4.91,t,2.77,65,2752,7,52
within an hour,0.97,0.94,t,4,t,t,Shared room,1,1 shared bath,1,1,35,1,7,28,58,88,88,61,41,6,4.74,4.92,4.89,4.8,4.69,4.97,4.74,t,2.7,0,720,6,20
within an hour,0.97,0.94,t,4,t,t,Shared room,1,1 shared bath,1,1,43,1,1125,26,56,86,86,235,187,22,4.88,4.97,4.91,4.96,4.93,4.96,4.88,t,17.58,0,720,6,23
within an hour,0.93,0.48,f,1,t,t,Entire home/apt,15,3 baths,5,7,321,2,30,14,37,60,257,16,16,3,4.81,4.81,4.56,4.94,5,4.94,4.88,f,1.52,0,1398,6,59
within an hour,1,1,t,0,t,t,Entire home/apt,4,1 bath,1,2,72,2,3,1,2,4,4,29,18,0,5,5,5,5,4.93,4.97,5,t,1.3,91,1538,8,27
within an hour,1,0.99,t,2,t,t,Entire home/apt,6,1 bath,2,4,148,1,29,10,30,40,97,55,42,3,4.85,4.95,4.87,5,5,4.91,4.82,f,5.21,89,2724,4,51
within an hour,1,1,t,1,t,t,Private room,2,1 private bath,2,2,130,2,31,13,30,49,324,21,9,0,4.9,4.81,4.71,4.9,5,4.9,4.86,t,0.96,100,2869,6,35
within an hour,0.9,0.65,t,5,t,t,Private room,2,1 bath,1,1,200,1,365,6,26,51,224,1,0,0,5,5,5,5,5,5,5,f,0.05,180,2942,3,28
within an hour,0.9,0.65,t,5,t,t,Private room,3,1 bath,1,1,200,1,365,4,16,40,212,2,0,0,5,5,5,5,5,5,5,f,0.13,180,2942,3,26
within a day,0.8,0.76,t,3,t,t,Entire home/apt,8,3 baths,3,3,314,2,90,16,36,63,327,3,1,1,5,5,5,5,5,5,5,t,0.15,16,1256,5,19
within an hour,0.99,0.98,t,171,t,t,Entire home/apt,10,4 baths,4,6,568,2,365,25,49,74,341,4,3,2,5,5,5,5,5,5,4.75,t,0.32,63,1853,7,34
within an hour,1,0.99,t,0,t,t,Entire home/apt,2,1 bath,1,1,116,1,10,2,20,33,33,285,170,10,4.97,4.99,4.99,4.99,5,4.96,4.94,f,13.79,62,2736,6,32
within an hour,1,1,f,188,t,t,Entire home/apt,4,1 bath,1,2,94,31,1125,0,0,15,290,10,8,0,4.9,5,4.8,5,4.9,5,4.8,t,0.64,165,1502,4,27
within an hour,1,0.98,t,1,t,t,Entire home/apt,4,1 bath,1,1,92,3,14,14,37,67,342,54,37,1,4.87,4.85,5,4.93,4.93,4.98,4.93,f,2.75,67,1942,6,39
within an hour,1,1,t,0,t,t,Entire home/apt,2,1 bath,1,1,125,2,7,10,26,46,226,38,38,9,4.97,4.97,5,5,5,4.92,4.97,t,10.56,79,678,2,26
within an hour,1,1,f,0,t,f,Entire home/apt,6,1 bath,3,3,161,2,10,0,0,0,0,28,13,4,4.7,4.85,4.56,5,4.93,4.78,4.81,f,19.53,0,777,1,37
within an hour,1,1,t,4,t,t,Entire home/apt,16,3.5 baths,6,8,582,2,1125,0,0,0,0,103,77,7,4.82,4.93,4.89,4.94,4.93,4.88,4.78,t,16.52,178,2115,5,59
within an hour,1,0.99,t,3,t,t,Entire home/apt,4,3 baths,2,2,181,3,30,10,29,51,51,5,3,0,5,5,5,5,4.8,5,4.8,t,0.25,78,1838,9,32
within an hour,1,1,f,188,t,t,Entire home/apt,5,2 baths,2,2,80,2,1125,13,43,73,348,4,4,0,5,5,5,5,4.5,4.75,5,t,0.35,165,1502,4,30
within an hour,1,1,t,1,t,t,Entire home/apt,8,2 baths,3,6,176,2,29,0,0,14,81,59,41,2,4.97,4.93,4.97,5,5,4.92,4.97,f,20.58,128,1709,5,38
within an hour,1,1,f,188,t,t,Entire home/apt,4,2.5 baths,2,2,297,2,1125,14,30,53,328,4,4,2,5,5,5,5,5,5,4.75,t,0.77,165,1502,4,27
within an hour,1,1,f,188,t,t,Entire home/apt,16,4.5 baths,6,11,596,2,1125,16,27,42,301,5,5,1,4.4,4.8,4.6,5,4.4,5,4.4,t,0.64,165,1502,4,31
within an hour,1,1,t,4,t,t,Entire home/apt,6,1 bath,3,3,293,1,180,11,24,47,239,80,57,3,4.79,4.84,4.83,4.99,4.96,4.86,4.76,f,29.63,56,1943,4,49
within an hour,1,1,f,1,t,t,Entire home/apt,12,2.5 baths,4,5,357,1,1125,16,35,60,335,61,31,1,4.82,4.77,4.82,4.87,4.85,4.95,4.72,t,2.77,0,664,6,40
within an hour,1,1,t,0,t,f,Entire home/apt,2,1 bath,1,1,239,2,1125,0,0,0,0,95,60,6,5,4.98,5,5,5,4.98,4.99,t,26.39,0,1353,2,33
within an hour,1,0.98,t,0,t,t,Entire home/apt,4,2 baths,2,2,275,3,1125,1,21,51,326,34,22,2,5,5,4.97,5,5,5,5,t,1.82,244,657,5,53
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,2,381,1,365,9,25,46,321,26,9,2,4.81,4.81,4.88,4.96,4.85,4.92,4.65,t,1.22,0,1376,8,30
within an hour,1,1,t,0,t,t,Private room,2,1 private bath,1,1,53,1,1125,11,41,71,245,15,12,5,4.87,5,5,5,4.87,4.73,4.87,t,1.96,29,3063,6,32
within an hour,1,0.98,t,5,t,t,Entire home/apt,6,2 baths,2,3,230,30,1125,8,11,11,211,52,23,0,4.92,4.96,4.9,4.98,5,4.98,4.85,t,2.65,0,2679,7,38
within an hour,0.99,0.98,t,171,t,t,Entire home/apt,4,2 baths,2,2,353,2,365,5,23,49,324,13,7,0,4.54,4.62,5,4.23,4.62,4.77,4.38,t,0.67,63,1853,7,35
within an hour,0.99,0.98,t,171,t,t,Entire home/apt,4,2 baths,2,3,398,2,365,13,40,70,342,7,4,0,4.29,3.86,4.43,4.29,4.29,5,4.29,t,0.42,63,1853,7,32
within an hour,1,1,f,0,t,f,Entire home/apt,4,1 bath,2,2,153,2,30,19,49,79,259,45,23,3,4.62,4.4,4.6,5,4.98,4.67,4.49,f,3.67,94,652,3,41
within an hour,1,1,t,0,t,t,Entire home/apt,5,1 bath,2,3,146,3,1125,5,18,28,195,89,65,5,4.94,4.96,4.94,4.99,4.97,4.96,4.87,t,4.37,0,785,5,31
within an hour,1,1,t,2,t,t,Entire home/apt,4,1.5 baths,1,1,136,3,120,5,26,53,328,17,8,0,5,5,5,5,5,5,5,t,0.8,0,1186,5,27
within an hour,1,1,t,110,t,t,Entire home/apt,8,3 baths,3,4,552,1,365,9,23,39,281,39,22,0,4.72,4.79,4.82,4.9,4.79,4.74,4.69,t,1.83,0,1376,8,33
within an hour,1,1,t,0,t,t,Entire home/apt,2,1 bath,1,1,125,1,8,12,35,44,44,199,132,13,4.97,4.99,4.99,4.99,4.99,4.98,4.86,t,9.45,28,2378,5,22
within an hour,1,1,t,0,t,t,Entire home/apt,8,3 baths,4,5,338,2,28,9,25,39,299,49,31,0,4.9,4.96,5,4.98,4.96,4.84,4.84,t,2.85,9,2327,5,36
within an hour,1,0.98,t,5,t,t,Entire home/apt,6,2 baths,2,3,349,2,60,15,35,59,325,26,12,1,4.85,4.96,5,4.85,4.96,4.88,4.69,f,1.22,0,644,2,41
within an hour,1,0.98,t,5,t,t,Entire home/apt,6,2 baths,2,3,349,2,60,12,33,54,320,21,11,0,4.86,5,4.81,5,4.95,4.95,4.71,f,0.99,0,644,2,41
within an hour,1,0.98,t,5,t,t,Entire home/apt,4,1 bath,1,3,279,2,60,1,20,44,312,58,29,0,4.95,4.98,4.95,5,4.98,4.95,4.79,f,2.73,0,644,2,43
within an hour,1,1,t,1,t,t,Entire home/apt,12,3 baths,5,5,385,2,14,3,14,26,253,18,13,1,5,5,5,5,5,5,5,t,0.92,80,1252,5,62
within an hour,0.99,0.98,t,171,t,t,Entire home/apt,6,3 baths,3,3,541,2,365,14,33,61,336,20,11,1,4.8,4.95,4.95,4.85,4.9,4.85,4.6,t,1.2,63,1853,7,37
within an hour,1,0.85,t,0,t,t,Entire home/apt,4,2 baths,2,2,159,1,30,16,40,70,70,17,16,3,4.82,4.82,4.76,5,4.94,5,4.59,f,0.84,0,2054,4,25
within an hour,1,1,t,1,t,t,Entire home/apt,13,2 baths,4,5,314,3,1125,14,26,42,219,65,41,3,4.88,4.85,4.82,4.95,5,4.97,4.82,t,3.2,0,2457,4,51
within an hour,1,1,t,0,t,t,Entire home/apt,6,2 baths,3,4,279,2,27,9,25,39,39,29,12,1,4.97,4.93,4.97,4.97,4.97,4.9,4.9,t,22.31,9,2327,5,34
within an hour,1,1,t,0,t,t,Entire home/apt,2,1 bath,1,1,132,2,7,11,27,41,41,38,13,1,4.87,4.95,4.95,4.95,4.95,4.97,4.89,f,1.87,9,2327,5,31
within an hour,0.97,1,f,111,t,t,Entire home/apt,10,3 baths,3,3,315,1,1125,11,23,39,311,4,4,0,4.5,5,4.75,5,4.75,4.75,4,t,0.39,0,1588,6,35
within an hour,0.89,0.99,f,729,t,f,Entire home/apt,4,1 bath,2,2,193,2,1125,10,29,59,334,24,13,1,4.92,4.88,4.88,4.88,4.96,4.96,4.79,t,1.49,61,1489,3,21
within an hour,1,0.97,t,5,t,t,Entire home/apt,2,1 bath,1,1,280,1,1125,16,40,67,342,34,23,2,4.94,4.88,4.94,4.97,4.97,5,4.82,t,2.26,0,1322,7,36
within an hour,0.94,1,t,6,t,f,Entire home/apt,10,2 baths,4,6,275,2,1125,18,37,51,323,22,13,2,4.82,4.73,4.95,4.68,4.73,4.86,4.77,t,1.13,0,1874,2,27
within an hour,1,1,t,6,t,t,Entire home/apt,6,2 baths,2,3,190,2,45,1,20,50,320,84,56,6,4.89,4.89,4.9,4.98,4.95,4.89,4.75,t,14.32,33,2008,8,33
within a day,1,0.5,t,1,t,t,Entire home/apt,13,4 baths,4,7,193,30,1125,23,51,81,169,2,2,0,5,4.5,5,5,5,5,4.5,f,0.23,68,3379,5,49
within an hour,1,1,t,0,t,t,Entire home/apt,5,1 bath,3,5,206,1,7,9,25,48,138,69,47,4,4.9,4.91,4.87,4.96,4.91,4.93,4.81,f,18.48,102,1754,7,29
within an hour,1,0.98,t,0,t,f,Entire home/apt,4,1 bath,1,2,364,2,1125,17,41,61,336,79,48,5,4.97,4.86,4.92,4.96,4.99,4.9,4.81,f,15.91,0,683,2,36
within an hour,1,1,t,2,t,f,Entire home/apt,2,1 bath,1,1,105,2,4,0,0,0,0,83,46,1,4.98,4.96,4.98,4.96,5,4.83,4.9,t,8.33,33,2729,4,46
within a day,1,0,t,0,t,t,Entire home/apt,4,2 baths,2,2,95,30,120,12,12,28,106,5,0,0,5,5,5,5,5,5,5,f,0.25,206,2995,8,21
within an hour,1,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,115,1,30,3,4,21,65,21,20,5,5,5,5,5,5,4.95,4.95,t,1.08,25,2650,4,30
within an hour,1,0.99,t,0,t,t,Entire home/apt,2,1 bath,1,1,70,1,30,7,26,33,33,111,97,12,4.96,4.99,5,5,5,4.98,4.9,f,48.26,35,1920,9,44
within an hour,1,0.61,t,6,t,t,Entire home/apt,2,1 bath,1,1,212,3,90,27,57,87,131,16,15,0,4.75,4.75,4.75,4.81,4.94,4.75,4.69,f,0.79,114,2928,6,49
